title,company,location,link,description
Data Engineer,Sending Labs,Vietnam,https://vn.linkedin.com/jobs/view/data-engineer-at-sending-labs-4288680181?position=21&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=Ig7QTPJQdkKXh4Eviaz%2Bqw%3D%3D,"Building the Web3 communications stack. Sending.Network is the first Web3 native communications protocol supporting fully decentralized, private community chat. Built on Sending.Network, Sending.Me is the next gen communications app for communities large and small
You Will Be Responsible For
Data Pipeline Development: Build and maintain scalable ETL/ELT pipelines for real-time and batch crypto market data; integrate data from APIs, trading venues, blockchain nodes, and third-party platforms.
Infrastructure & Architecture: Design and manage databases, warehouses, and data lakes; leverage cloud-native and distributed processing tools (e.g., AWS, Spark, Flink) to support large-scale workloads.
Operations & Tooling: Monitor, troubleshoot, and optimize pipelines to ensure reliability, performance, and cost efficiency; implement data governance, security, and access control best practices.
Research & Trading Support: Curate, label, and validate datasets for model training, backtesting, and strategy evaluation; prepare high-quality datasets and reports to support quantitative research and trading teams.
Collaboration & Continuous Improvement: Work with researchers and traders to translate requirements into technical solutions; stay current with new technologies, industry developments, and AI/data science applications in trading.
Ideal Profile
Bachelor’s or Master’s degree in Computer Science, Data Science, Engineering, Finance, Economics, or a related technical field.
Experience in data engineering, data science, or related fields (crypto/finance/Web3 experience a strong plus).
Strong programming skills in Python and SQL (R, Rust, or Java is a plus).
Proven experience building and maintaining ETL/ELT pipelines, with exposure to real-time data streaming.
Hands-on experience with cloud platforms (AWS, GCP, or Azure) and cloud-native services.
Familiarity with on-chain analytics tools, crypto data APIs, and financial datasets.
Strong understanding of data governance, quality control, and reproducibility in research workflows.
Excellent attention to detail, problem-solving, and ability to work independently in a fast-paced environment.
Bonus: familiarity with quantitative research, backtesting, and trading workflows, knowledge of machine learning data pipelines and evaluation processes.
What's on Offer?
Excellent career development opportunities
Competitive compensation (salary + research/performance bonuses)
Access to advanced tools and unique datasets
Growth and learning opportunities with a leading-edge research team"
ETL/Data Engineer,LG CNS Vietnam,Hanoi Capital Region,https://vn.linkedin.com/jobs/view/etl-data-engineer-at-lg-cns-vietnam-4303862330?position=22&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=BSc4LhjiIj0v1HL2ekTBBg%3D%3D,"Job DescriptionDevelop in web application development in different areas such as: AI Machine learning / Data Learning Solution and other company solutionsEnsure the best possible performance, quality and responsiveness of back-end applicationsAlways keep up to date with emerging technologies
Requirement[Required]Bachelor’s degree in information technology, or related fields.More than 3 years of experience in python developExperience designing data analytics pipelinesExperience in using various data analysis toolsExperience storing data in various formats (Parquet, CSV, Iceberg, etc.)Memory Optimization ExperienceExperience in gaining visibility/traceability of data analytics pipelinesExperience analyzing data in Python, Spark environmentsExperience using data analytics services such as SparkExperience in developing cloud (AWS) environmentsExperience in developing with RDBMS (MySQL) SQLExperience with collaboration tools such as Git, Jira, Confluence, etc.Understand and leverage CI/CD
[Nice to have]Team leading experienceAble to communicate in Korean
OpportunityAttractive salary and bonus will be discussed after going through CV & InterviewReview capacity annually and adjust salary increases according to work performance.Health care: Premium health insurance, Annual health check-upYoung working environmentGood career development opportunities with interesting and challenging projects.English, Korean, technical, soft skills training courses.Opportunity to learn special courses from LG CNS, new technology and security.Gifts on holidays (April 30th - May 1st, September 2nd, Tet, etc.)Outdoor activities with company support: sports clubs, team building, happy hour parties, birthdays, travel, employee and family events, etc.Working hours: 8 hours from Monday - Friday (8 hours/day)
Location15th Floor, Keangnam Landmark 72, Me Tri, Nam Tu Liem, Hanoi"
Data Engineer (Good English),Hitachi Digital Services,Ho Chi Minh City Metropolitan Area,https://vn.linkedin.com/jobs/view/data-engineer-good-english-at-hitachi-digital-services-4273263045?position=23&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=dz9BNLA%2F0cnvw5oBEIJM4A%3D%3D,"Imagine the sheer breadth of talent it takes to inspire the future. We don’t expect you to ‘fit’ every requirement – your life experience, character, perspective, and passion for achieving great things in the world are equally important to us.
What You’ll Bring
3+ years of experience in data engineering, analytics, or BI roles.
Proficiency in SQL and Strong experiences in Python.
Experience with cloud data platforms (AWS, Azure).
Have experiences with PowerBI and familiar with Tableau, AWS Quicksight, Qlik,.. is a plus
Excellent communication and stakeholder management skills.
Championing diversity, equity, and inclusion
How We Look After You
We want to help you take care of your today and tomorrow – at home and at work. Which is why we offer industry-leading benefits that go far beyond compensation. That means support, services, and resources that also take care of your holistic health and wellbeing. We’re always looking for new ways of working that bring out our best, which leads to unexpected ideas. Here, you’ll experience a sense of belonging, and discover autonomy, freedom, and ownership as you work alongside talented people you enjoy sharing knowledge with. We’re also champions of life balance and offer flexible arrangements that work for you (role and location dependent).
We’re a global team of innovators, together, we harness engineering excellence and passion for creating meaningful solutions to complex challenges. We turn organizations into industry leaders that can a make positive impact on their industries and society.
We’re proud to say we’re an equal opportunity employer and welcome all applicants for employment without attention to race, colour, religion, sex, sexual orientation, gender identity, national origin, veteran, age, disability status or any other protected characteristic. Should you need reasonable accommodations during the recruitment process, please let us know so that we can do our best to set you up for success.
Fostering innovation through diverse perspectives
Hitachi is a global company operating across a wide range of industries and regions. One of the things that sets Hitachi apart is the diversity of our business and people, which drives our innovation and growth.
We are committed to building an inclusive culture based on mutual respect and merit-based systems. We believe that when people feel valued, heard, and safe to express themselves, they do their best work.
How We Look After You
We help take care of your today and tomorrow with industry-leading benefits, support, and services that look after your holistic health and wellbeing. We’re also champions of life balance and offer flexible arrangements that work for you (role and location dependent). We’re always looking for new ways of working that bring out our best, which leads to unexpected ideas. So here, you’ll experience a sense of belonging, and discover autonomy, freedom, and ownership as you work alongside talented people you enjoy sharing knowledge with.
We’re proud to say we’re an equal opportunity employer and welcome all applicants for employment without attention to race, colour, religion, sex, sexual orientation, gender identity, national origin, veteran, age, disability status
or any other protected characteristic.
Should you need reasonable accommodations during the recruitment process, please let us know so that we can do our best to set you up for success."
Data Engineer,Galaxy FinX,"Ho Chi Minh City, Vietnam",https://vn.linkedin.com/jobs/view/data-engineer-at-galaxy-finx-4307876798?position=24&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=G%2BIjkRFa2rpSbxWz9n8SzQ%3D%3D,"As a Data Engineer, you'll lead initiatives optimizing data flow, ensuring quality, and implementing security measures.
Job Description:
Data Engineering
Design and implement scalable and secure data pipelines for collecting, processing, and storing data.
Develop and maintain datasets, ensuring accuracy, completeness, and compliance with security standards.
Work closely with data scientists and analysts to understand data needs and implement solutions that meet compliance requirements.
Implement robust data quality checks and validation processes to identify and rectify inconsistencies, ensuring data integrity.
Optimize data processing and storage for efficiency, cost-effectiveness, and compliance.
Identify and implement solutions to enhance the performance of data pipelines, with a focus on security best practices.
Job Requirements:
Bachelor's degree in Computer Science, Information Technology, or a related field.
2 or more years of experience as a Data Engineer, ETL Developer, or similar roles, with expertise in ETL processes and tools, preferably in banking or financial services.
Experience in data modeling, data lake, and data warehousing
Strong proficiency in programming languages such as Python, Java, or Scala.
Strong proficiency in Airflow for designing and managing complex workflows and dependencies.
Solid understanding of data analytics and flow analysis for mobile app user interfaces.
Familiarity with database systems (e.g., SQL, NoSQL) and data integration tools.
Strong analytical and problem-solving skills with a detail-oriented mindset.
Excellent communication and collaboration skills to work effectively with cross-functional teams.
Knowledge of cloud platforms (e.g., AWS, GCP) and related data technologies is a plus.
Knowledge of security practices in the context of data handling.
Familiarity with version control systems (e.g., Git) and agile software development practices.
Good communication skills & ability to explain your findings to business/technical stakeholders in an efficient manner.
Be able to manage time effectively & deliver high-quality work.
Ability to work independently and manage multiple tasks within deadlines.
Possess a proactive mindset & positive attitude, able to bring in good influences to your teammates & stakeholders."
Python Developer (All Level),Saigon Technology - Accelerate Software Development,"Da Nang, Da Nang City, Vietnam",https://vn.linkedin.com/jobs/view/python-developer-all-level-at-saigon-technology-accelerate-software-development-4312583862?position=25&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=%2FlfLjUk7L%2FOiVO1C3PSwUw%3D%3D,"Job Description
Work closely with our clients to develop product and configure the application to their business environment
Work within a team & communicate effectively across teams
Deal with technical challenges, programing tasks while managing client expectations and building long-term customer relations
Implement assigned tasks from client/manager
Job Requirements
MUST HAVE SKILLS:
From 2+ years of experience in Python
Experience with any Python Web Framework: Django/FastAPI/Flask
Experience working with Jinja2
Experience with Python ORM: SQLAlchemy, Pydantic
Experience working with Docker, Git, Git flow, CI/CD
Experience with Unit Test, Intergration Test
Experience with Scaling and Building Stable Systems
Have knowledge with Caching, DB, DB design
Good at English
NICE TO HAVE
Experience with AI/ML/DL, especially ChatGPT and OpenAI... integration
Experience with Data Engineer, Big Data/ ETL/ Airflow
Experience working with micro-service projects
Experience with NoSQL (MongoDB/DynamoDB), Vector Database (OpenSearch, Qdrant...)
Experience with cloud services: AWS/Azure/GCP
Skills Tags
: Python, Django, DB
Benefits
Competitive Salary and Brilliant Health Benefits
Attractive salary (13th-month salary, salary review twice/year) and project bonus
Bonus programs for candidate referral, technical article writing
Interest-free loan support for personal plan
Allowance for sickness, maternity, paternity and periodic health examination
PVI health care program
The staff of the quarter and year reward
Progressive and Fun Working Environment
A professional English-speaking working environment with Agile – Scrum model
Hybrid Working Model: Flexible working time and WFH support.
Surrounded with friendly, open-minded, young and supportive colleagues
Annual company trip and regular team-building parties, party celebration (Christmas, Birthday, Mid-autumn,...), Sports clubs (football, badminton, swimming …)
Valuable Training
Sponsor examination fee for professional certificates (AWS, Azure, IELTS, PMP, Scrum Master,...)
Sponsor fee for joining any technical training sessions and courses.
Free English workshops"
Data Engineer,GMO-Z.com RUNSYSTEM JSC.,"Hanoi, Hanoi, Vietnam",https://vn.linkedin.com/jobs/view/data-engineer-at-gmo-z-com-runsystem-jsc-4293589144?position=26&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=MEQZ9PN7vP3jli1VGJIAjw%3D%3D,"Level: Experienced, Junior, Middle
Khối: DX Solution & Product
Trạng thái: Inactive
Số lượng tuyển: 1
Thu nhập: upto 20 triệu
Địa điểm: Hà Nội
Nội dung công việc
Phân tích và thiết kế kho dữ liệu
Tối ưu hiệu năng của hệ thống
Tham gia phát triển báo cáo
Tham gia cài đặt và cấu hình môi trường
Tư vấn các vấn đề liên quan tới chất lượng dữ liệu, nghiên cứu và đưa ra phương pháp để tối ưu việc kết xuất, chuyển đổi dữ liệu
Yêu cầu công việc
Tốt nghiệp hoặc sắp tốt nghiệp chuyên ngành Khoa học Máy tính, Công nghệ Thông tin, Toán Tin hoặc các ngành liên quan.
Kinh Nghiệm
Từ 1-2 năm kinh nghiệm trong phát triển Python và Data Engineer. Kinh nghiệm với AI/ML là một lợi thế lớn.
Có kinh nghiệm trong phát triển phần mềm bằng python, html, css, javascript
Có kinh nghiệm với RDBMS (SQL Server, MySQL, PostgreSQL); sử dụng môi trường Linux (bash scripts, firewall,...); Đã làm việc với các công cụ Git, Kafka, Spark, Hadoop, Airflow, MageAI
Có kinh nghiệm visualize data sử dụng metabase, superset hoặc các công cụ tương tự
Hiểu biết về khái niệm Data Lake và Data Warehouse.
Kỹ Năng
Thành thạo ngôn ngữ lập trình Python.
Thành thạo sử dụng các công cụ AI như chatgpt, github copilot
Có kỹ năng về Crawler, Backend là một lợi thế.
Có kỹ năng sử dụng cơ sở dữ liệu SQL, NoSQL..
Có kỹ năng phân tích và xử lý dữ liệu cơ bản.
Khả năng sử dụng tiếng Anh thành thạo.
Tinh thần học hỏi, khả năng làm việc nhóm và chịu được áp lực công việc.
Chế độ đãi ngộ
Range lương: upto 20.000.000 VNĐ; 13 tháng lương/năm
Phụ cấp ăn trưa 730.000 VNĐ, thưởng 300.000 VNĐ quà sinh nhật và các loại thưởng khác (Thưởng thành tích, thưởng cá nhân xuất sắc, thưởng đạt chứng chỉ ngoại ngữ/chuyên môn từ 1.000.000 VNĐ - 5.000.000 VNĐ).
Hỗ trợ chi phí khóa học ôn, lệ phí thi chứng chỉ ngoại ngữ/chuyên môn.
Được làm việc trực tiếp với các khách hàng Nhật Bản
Được hưởng các phúc lợi khác như: Team-building hàng tháng, nghỉ mát hàng năm, khám sức khỏe định kỳ,...
Tất cả các chế độ theo quy định của Luật Lao động Việt Nam (BHXH, BHYT, BHTN,...).
Nghỉ phép năm và các ngày nghỉ lễ, Tết khác theo quy định của Nhà nước Việt Nam.
Môi trường làm việc trẻ trung, năng động, có lộ trình và cơ hội thăng tiến
Gửi CV kèm ảnh và tiêu đề email theo cấu trúc: [Tên vị trí_Tên ứng viên]
Email: hr@runsystem.vn
Website: https://runsystem.net Hoặc liên hệ trực tiếp với HR:
HR : Phương Thủy - Zalo: 0971024576 | Email: thuyntp@runsystem.net
HR: Thanh Huyền - Zalo: 0965003031 | Email: huyentt2@runsystem.net"
Data Engineer,GemCommerce,Hanoi Capital Region,https://vn.linkedin.com/jobs/view/data-engineer-at-gemcommerce-4312661538?position=27&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=bR0ft9ROevmcf8IAAyoXyg%3D%3D,"Why we're looking for you
We are on a mission to create the best possible user experiences, focusing on convenience, delight, and world-class design. With a team of talented, motivated individuals committed to continuous learning and innovation, we need someone like you to help us achieve our goals. By joining us, you will have the opportunity to build, collaborate, learn, and grow alongside some of the most dedicated professionals in the field. This role calls for a Data Engineer passionate about turning data into actionable insights, driving excellence, and contributing to products that make a difference.
Data Engineering: Design, develop, and maintain robust ETL pipelines to extract, transform, and load data from various sources such as Google Analytics, Facebook Ads, Google Ads, and Shopify Ads...
Data Warehousing: Build and optimize data warehouses to store and manage large datasets efficiently.
Data Transformation: Transform raw data into a consumable format for data analysts and scientists.
Data Quality: Ensure data quality, accuracy, and consistency throughout the data lifecycle.
Data Infrastructure: Collaborate with the team to design and implement a scalable data infrastructure.
Data Reporting: Develop and deliver compelling data visualizations and reports to present insights and recommendations.
Data Governance: Adhere to data governance policies and ensure data security.
Cross-functional Collaboration: Work closely with data analysts, data scientists, and business stakeholders to understand their data needs.
3+ years of experience in Data Engineering or a similar role in a product-based company, experience in the e-commerce domain or SaaS is a plus.
Proficiency in SQL and programming languages like Python.
Expertise in ETL tools and cloud services such as Airflow, DBT, AWS DMS, AWS Glue.
Strong understanding of data warehousing concepts and tools.
Experience with data visualization tools like Power BI.
Knowledge of database management systems and optimization techniques.
Excellent problem-solving and analytical skills.
Strong communication skills, both written and verbal.
Ability to work independently and as part of a team.
Passion for data and a drive to learn new technologies.
Salary range: Negotiate
Performance review and competency evaluation: 2 times per year.
Lunch meal + Parking fees provided.
Annual performance bonus & 13th – month salary: up to 3-month salary (based on your devotion and business efficiency)
Holiday bonus & Company trip
Remote working days: 12 days per year
Annual leaves: 12 days per year
Treatment: annual health check-up at top clinic in VN, weekly shoulder massage treatment, monthly team bonding, annual company trip,…
Training program: ensure to cover product training for all newbie and other training programs according to the Company’s policy
Why you’ll love working here
Learn product-thinking and customer-centric mindset.
Collaborative and supportive environment
Young and passionate colleagues
Professional and creative office view
Clear & Scientific Agile Framework on the whole company workflow & culture.
Join a dynamic team to design and develop high-performance E-commerce products. Take on ambitious and challenging objectives by contributing to groundbreaking business models in the market.
Flexible working time:
Morning: 8:00 am -12:00 pm (check in from 8:00 am to 8:45 am)
Afternoon: 1:00 pm - 5:45 pm (check out from 5:00 pm to 5:45 pm)"
Data Engineer (Open for Mid/Senior),Home Credit Vietnam,"Ho Chi Minh City, Vietnam",https://vn.linkedin.com/jobs/view/data-engineer-open-for-mid-senior-at-home-credit-vietnam-4266108193?position=28&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=KxoOpf0BIdlRSFLe5dmrnw%3D%3D,"JOB DESCRIPTION
Collaboration in Virtual Domain-aligned Team:​
Work closely with the Product Owner, Data Scientists/Analysts and other colleagues in agile way towards shared product goals​
Ensure and promote proper data model design and feasibility of data products including AI/ML model training/serving​
Continuous Improvement, Technical Excellence and Accountability:​
Follow and enrich data product building blocks and code templates, review and approve changes from contributors​
​Automated Testing, Code Quality and Documentation:​
Implement and maintain quality standards for data products​ (well-documented, reusable, scalable, performing, DRY)
​Ensure regular testing and validation are implemented as vital part of automated CI/CD​
Monitor and improve the performance and efficiency of data flows​
KEY REQUIREMENTS
Strong experience
in Data Engineer, skills in
Spark, Kafka, Python, Dbt, Iceberg, Airflow OR Cloud Technologies (AWS/GCP/Azure)
Demonstrated experience designing dimensional data model, effective algorithms to process data, software engineering principles
Proficiency in SQL and Python
Good English & communication
Good stakeholder management skills
Nice to have:
Finance/Banking/Ecommerce domain knowledge, especially in Risk, Antifraud, CRM models
Microservice architecture with Docker and Kubernetes development experience
COMPENSATION & BENEFITS
13th salary Fixed and KPI Bonus
Premium Health Care
24/7 Accidental Insurance
100% Social Insurance
Meal + Phone Allowance
Yearly Medical Checkup
15/18 Annual Leaves
Professional and Transparent Working Environment"
Data Engineer,"SOTATEK., JSC","Quận Cầu Giấy, Hanoi, Vietnam",https://vn.linkedin.com/jobs/view/data-engineer-at-sotatek-jsc-4263496601?position=29&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=2TysjKk6uxlyqW6%2BxX0ZYw%3D%3D,"Job Description
Design, develop, and maintain scalable data pipelines and ETL processes.
Implement and optimize data storage solutions, including data warehouses and data lakes.
Collaborate with data scientists and analysts to understand data requirements and provide efficient data access methods.
Ensure data quality, consistency, and security across all data platforms.
Develop and maintain data models, schemas, and data dictionaries.
Implement data governance policies and procedures.
Optimize query performance and data retrieval processes.
Integrate various data sources and APIs into our data ecosystem.
Automate data workflows and implement monitoring and alerting systems.
Stay up-to-date with emerging technologies and recommend improvements to our data architecture.
Job Requirements
Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
5+ years of experience in data engineering or similar roles.
Fluent in English
Certifications in relevant data platforms or cloud technologies (AWS, GG, Azure, Databrick, Dataiku, Snowflake)
Strong programming skills in Python, Scala, or Java.
Extensive experience with SQL, NoSQL, Vector databases
Experience with ELT/ETL open source frameworks (DBT, Fivetran)
Proficiency in big data technologies (e.g., Hadoop, Spark, Hive).
Experience with cloud platforms (e.g., AWS, Azure, GCP) and their data services.
Experience with data modeling, data warehousing concepts, and dimensional modeling.
Familiarity with data visualization tools (e.g., Tableau, Power BI).
Experience with version control systems (e.g., Git) and CI/CD pipelines.
Experienced in working with large ERP systems and has participated in building ETL pipelines from the analysis and design phases.
Flexible, with strong problem-solving skills and attention to detail.
Nice To Have
Agile mindset
Experience with streaming data processing (e.g., Kafka, Flink).
Knowledge of machine learning pipelines and MLOps practices.
Familiarity with containerization and orchestration tools (e.g., Docker, Kubernetes).
Familiarity with other data analytics tools such as Power BI, Tableau, etc.
Experience with data governance and compliance requirements (e.g., GDPR, CCPA).
Experience with database migration projects
Certifications in relevant data platforms or cloud technologies (AWS, GG, Azure, Databrick, Dataiku)
Compensation & Benefits
🎯Flexible working regime and health care:
Flexible timekeeping (from 8:00 - 9:00 to 17:30 - 18:30)
Minimum 14 paid leaves per annum for all employees after probation
01-day remote work per month
A flexitime allowance of 90-180 minutes per month for employees
01 hour paid leave per day for women having children under 12 months
Social insurance, health insurance, unemployment insurance and MIC care insurance
🎯Transparent And Fair Benefits
Saturday & Sunday OFF, Overtime pay is 150%, 200%, 300% as per labor law;
Work performance review 2 times/ year (in April and October)
13th-month salary
Bonus Policy: Public holidays (2/9, 30/4, 1/5, 1/1,...); Personal Performances; Excellent Team; Performance bonus in Token of the project;..
Men’s Day, Women’s Day, Children’s Day, Mid-Autumn Festival and other benefits under the provisions of the company
🎯Dynamic Environment And Open Culture
Year-end party, sports day, yearly company trip and quarterly team building,...with a generous budget
Socialize with colleagues through monthly Happy Hour
Monthly allowance when joining clubs: Soccer, Swimming, Yoga, Music,...
Nice & modern working space with young, dynamic & friendly colleagues and free coffee, tea, drinks,...
Flat, open and sharing culture with friendly management team; outsourcing company with product mindset
🎯Strong Learning Culture
Free training courses for technical and soft skills (presentation skills, communication skills, foreign language courses,...)
Account to log in to our online learning system, which contains thousands of valuable lectures (LMS)
Participate in workshops, seminars, tech talk,... with sharing from experts inside and outside the company
Working opportunities with technical gurus who built and operated world-class applications with millions of users."
Data Engineer,WorldQuant,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",https://vn.linkedin.com/jobs/view/data-engineer-at-worldquant-4311373770?position=30&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=SCuopFwcGws%2BcRfTQKNq1A%3D%3D,"WorldQuant develops and deploys systematic financial strategies across a broad range of asset classes and global markets. We seek to produce high-quality predictive signals (alphas) through our proprietary research platform to employ financial strategies focused on market inefficiencies. Our teams work collaboratively to drive the production of alphas and financial strategies – the foundation of a balanced, global investment platform.
WorldQuant is built on a culture that pairs academic sensibility with accountability for results. Employees are encouraged to think openly about problems, balancing intellectualism and practicality. Excellent ideas come from anyone, anywhere. Employees are encouraged to challenge conventional thinking and possess an attitude of continuous improvement.
Our goal is to hire the best and the brightest. We value intellectual horsepower first and foremost, and people who demonstrate an outstanding talent. There is no roadmap to future success, so we need people who can help us build it.
Technologists at WorldQuant research, design, code, test and deploy firmwide platforms and tooling while working collaboratively with researchers. Our environment is relaxed yet intellectually driven. We seek people who think in code and are motivated by being around like-minded people.
We are looking for an experienced Data Engineer who will help us to build and maintain an ecosystem for processing multiple datasets from different sources (both internal and external) vital to the firm’s investment operations.
What You'll Do
Creating automated data processing system and monitoring/maintaining it
Integrating multiple data sources and databases into one system
Developing interfaces and micro services in Python
Preprocessing and cleansing of semi-structured or unstructured data
Developing efficient algorithms for data processing
Testing and integrating external APIs
Supporting Business Analysts team
What You’ll Bring
A bachelor / master's degree in a technical or quantitative field from top university
At least 3 years of experience as a data engineer or software developer
Excellent programming skills
Experience with data processing using Python
Experience with building databases
Experience with Containers and Kubernetes
Scripting skills in UNIX environment: shell, python Fire, etc.
Experience with code versioning tools (e.g. Git), issue tracking tools (e.g. Jira)
Debugging skills, eye for detail and identifying problems
Strong problem-solving skills and an analytical mindset
A passion for working with data
What We Offer
Competitive and attractive compensation package with clear career road-map – where you feel challenged everyday
We offer a strong culture of learning and development: training courses, library, speakers, share and learn events
Learn from who sits next to you! Working in WQ you are surrounded by smart and talented people
Premium Health Insurance and Employee Assistance Program
Generous time-off policy, re-creation sabbatical leave (based on tenure), Trade Union benefits for staff and family
Team building activities every month: Local engagement events, monthly team lunch – Employee clubs: football, ping-pong, badminton, yoga, running, PS5, movies, etc.
Annual company trip and occasional global conferences – opportunity to travel and connect with our global teams
Happy-hour with tea break, snacks and meals every day in the office!
By submitting this application, you acknowledge and consent to terms of the WorldQuant Privacy Policy. The privacy policy offers an explanation of how and why your data will be collected, how it will be used and disclosed, how it will be retained and secured, and what legal rights are associated with that data (including the rights of access, correction, and deletion). The policy also describes legal and contractual limitations on these rights. The specific rights and obligations of individuals living and working in different areas may vary by jurisdiction.
WorldQuant is an equal opportunity employer and does not discriminate in hiring on the basis of race, color, creed, religion, sex, sexual orientation or preference, age, marital status, citizenship, national origin, disability, military status, genetic predisposition or carrier status, or any other protected characteristic as established by applicable law."
Data Engineer,DataHouse Vietnam,Da Nang Metropolitan Area,https://vn.linkedin.com/jobs/view/data-engineer-at-datahouse-vietnam-4306346137?position=31&pageNum=0&refId=pMTQpI%2BZF52r0jjSF3JfsQ%3D%3D&trackingId=XeDrHZnEozxqHgNACAHhgw%3D%3D,"We're looking for a
Medior Data Engineer
to join our team in
Da Nang / Binh Duong / HCMC.
In this role, you will build and maintain data pipelines that power our analytics and business intelligence. Work with our team to ensure data quality and accessibility across the organization. You will support the ingestion, transformation, and storage of data from various sources, contributing to reliable and scalable data infrastructure. This role offers a great opportunity to grow your technical skills while collaborating closely with data analysts, scientists, and engineers to enable data-driven decision-making.
MAIN ACCOUNTABILITIES:
Build and manage data workflows to extract, transform, and load data into storage systems.
Write scripts to clean, format, and enrich raw data for analytics use.
Track ETL pipeline performance and quickly address failures or delays.
Work with analysts and data scientists to deliver relevant and usable data.
Maintain clear documentation of data workflows, logic, and troubleshooting steps.
Understand and document clients’ business needs and data flows to identify where analytical processes can add value and prescribe appropriate solutions.
Collect, manipulate, and store data from various sources to construct streamlined data pipelines used to integrate with analytical software dashboards.
JOB QUALIFICATIONS:
Education:
Graduated in a related field (Information Management/Informatics, Computer Science/ Engineering, Data Science).
Experience & Skills:
Over 3 years of experience in databases, data modeling, data collection, data warehousing, and ETL processes.
Hands-on experience with ETL orchestration tools for building and scheduling data workflows.
Proficient in writing and optimizing SQL queries for data extraction, transformation, and analysis.
Strong understanding of modern data storage architectures and their role in supporting analytical workloads.
Skilled in using Python for data processing, automation, and scripting tasks.
Proficient in Git for version control collaborative development.
Self-motivated, proactive, and able to work effectively both independently and within a team environment.
Good English communication skills.
Familiarity with AWS services like S3, Redshift, or Glue in a data engineering context.
Practical experience working with large-scale data storage and querying systems.
Comfortable navigating and executing commands in a Linux or Unix environment.
Understanding of containerization concepts and ability to use Docker for setting up isolated environments.
JOB BENEFITS:
With human-centric spirit, we offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, bonuses, as well as, benefit programs which include health and wellbeing, learning and development, benefits at work.
1. Salary & bonuses
Competitive take-home cash together with monthly allowances.
Annual performance appraisal and salary review.
13th salary and accountability bonus twice a year based on company/individual performance and profitability.
Monthly entertainment/team building allowances & project/team celebrations for certain milestones (applied for project teams and back office).
Working tools: laptop and widescreen provided.
2. Life-long learning & development:
Opportunities to work alongside a fun and global team with the international/US clients from multi-cities (Da Nang/Binh Duong/Ho Chi Minh).
On-site program to explore the regional and US cultures for all levels.
Seniority reward from one-year intervals and up.
Extensive learning budget along with rewards for any individuals to gain some certain certificates as defined.
Tons of internal and external training sessions (online learning resources, English, wellness & tech-share workshops).
3. Fun vibes at work:
Weekly cafeteria expenses with coffee beans, milks, noodles and snacks available at offices.
Public holiday gifts and celebrations on Tet, Women’s days, Men’s Day, Children’s Day & Mid-Autumn Day, Programmer’s Day, Teacher/Trainer’s Day, Christmas Day.
Sport activities and clubs.
4. Health & well-being benefits:
Statutory insurances (social, health and unemployment) based on full salary according to the laws of Vietnam.
Annual health-check with advanced package at a quality medical facility.
National coverage healthcare card and seasonal flu shot.
12 annual leaves + 4 family days-off
Company trip once a year and team outing trips.
Visiting and caring on some occasions: birthday, marriage, pregnancy and baby shower, university graduation, hospitalization and funeral (for self-employees and direct family members)
Join our exceptional team and enjoy these attractive benefits. Explore our open positions and take your career to new heights with us!"
